bisai_id,cold,win,draw,lose,big_cold_peilv,normal_peilv,little_cold_peilv
1034151,little_cold,2.38,3.25,3.6,3.6,2.38,3.25
1006651,normal,3.36,3.7,3.0,3.7,3.0,3.36
1006648,normal,1.35,7.5,13.1,13.1,1.35,7.5
1025526,normal,1.85,4.1,6.75,6.75,1.85,4.1
1027445,big_cold,2.18,3.9,4.6,4.6,2.18,3.9
1032667,normal,1.83,3.55,5.5,5.5,1.83,3.55
1037997,little_cold,1.82,4.0,5.2,5.2,1.82,4.0
1038996,little_cold,3.8,3.4,2.5,3.8,2.5,3.4
1043264,big_cold,2.85,3.15,3.2,3.2,2.85,3.15
1032956,normal,1.72,5.25,9.5,9.5,1.72,5.25
1013110,little_cold,4.2,3.4,2.53,4.2,2.53,3.4
1033963,normal,5.8,3.6,2.02,5.8,2.02,3.6
1027279,big_cold,2.3,3.55,3.8,3.8,2.3,3.55
1034146,little_cold,2.2,3.5,3.9,3.9,2.2,3.5
1013655,normal,1.85,3.8,4.8,4.8,1.85,3.8
1034143,big_cold,2.35,3.48,4.02,4.02,2.35,3.48
1040070,normal,4.25,3.7,2.17,4.25,2.17,3.7
1003038,normal,1.62,4.65,7.35,7.35,1.62,4.65
1026847,little_cold,1.96,3.3,5.05,5.05,1.96,3.3
1047262,normal,4.0,3.65,2.06,4.0,2.06,3.65
1026351,big_cold,1.82,4.2,4.9,4.9,1.82,4.2
1047588,normal,2.22,4.15,6.5,6.5,2.22,4.15
1038991,big_cold,2.94,3.66,2.75,3.66,2.75,2.94
1008294,big_cold,2.51,3.25,3.45,3.45,2.51,3.25
1043920,little_cold,2.06,3.45,4.85,4.85,2.06,3.45
1040020,normal,5.15,3.85,2.09,5.15,2.09,3.85
1027592,normal,2.73,3.25,3.2,3.25,2.73,3.2
1038122,little_cold,2.28,3.65,3.55,3.65,2.28,3.55
1041484,normal,1.68,4.02,8.0,8.0,1.68,4.02
1007573,big_cold,2.5,3.7,3.0,3.7,2.5,3.0
1033939,normal,2.42,3.7,4.5,4.5,2.42,3.7
1041495,big_cold,3.0,3.15,3.9,3.9,3.0,3.15
1034411,normal,2.8,3.42,3.42,3.42,2.8,3.42
1043999,big_cold,2.82,3.2,3.1,3.2,2.82,3.1
1038950,little_cold,2.08,3.76,5.25,5.25,2.08,3.76
1031116,big_cold,3.25,3.25,2.6,3.25,2.6,3.25
1012295,little_cold,5.0,4.5,2.32,5.0,2.32,4.5
1030397,little_cold,1.82,3.85,5.42,5.42,1.82,3.85
1028351,big_cold,2.0,4.1,5.25,5.25,2.0,4.1
1037027,little_cold,2.05,3.6,5.03,5.03,2.05,3.6
1033244,little_cold,2.55,3.45,3.25,3.45,2.55,3.25
1036438,little_cold,5.9,4.65,1.81,5.9,1.81,4.65
1031113,little_cold,1.52,4.63,12.01,12.01,1.52,4.63
1002276,normal,1.7,4.4,5.95,5.95,1.7,4.4
1040035,normal,1.91,4.0,6.25,6.25,1.91,4.0
1037028,little_cold,2.45,3.35,3.52,3.52,2.45,3.35
1032623,normal,2.33,3.35,3.5,3.5,2.33,3.35
1013060,big_cold,2.72,3.25,3.25,3.25,2.72,3.25
1040974,normal,1.7,3.75,7.4,7.4,1.7,3.75
1032619,normal,1.75,4.0,6.66,6.66,1.75,4.0
1002272,normal,4.5,4.0,2.36,4.5,2.36,4.0
1037975,little_cold,1.52,5.71,12.5,12.5,1.52,5.71
1027255,normal,2.12,3.97,4.3,4.3,2.12,3.97
1002984,little_cold,2.99,3.6,2.8,3.6,2.8,2.99
1031115,normal,2.38,3.3,3.93,3.93,2.38,3.3
1002257,normal,1.64,4.57,6.45,6.45,1.64,4.57
958003,little_cold,4.75,3.67,2.2,4.75,2.2,3.67
975527,normal,8.9,6.0,1.5,8.9,1.5,6.0
962467,big_cold,2.72,3.75,4.33,4.33,2.72,3.75
1007981,big_cold,3.16,3.25,2.6,3.25,2.6,3.16
1017683,normal,3.77,3.75,2.29,3.77,2.29,3.75
976332,normal,3.9,3.55,2.25,3.9,2.25,3.55
1002865,little_cold,2.05,3.95,5.02,5.02,2.05,3.95
976326,normal,1.58,5.0,9.95,9.95,1.58,5.0
967651,normal,1.7,16.5,50.0,50.0,1.7,16.5
1017033,little_cold,3.7,4.25,2.18,4.25,2.18,3.7
1002131,big_cold,6.0,4.5,1.7,6.0,1.7,4.5
960483,little_cold,3.9,3.95,2.08,3.95,2.08,3.9
1014501,normal,1.2,8.5,15.0,15.0,1.2,8.5
1019679,normal,1.75,5.0,8.96,8.96,1.75,5.0
974624,normal,1.8,3.9,6.53,6.53,1.8,3.9
958001,little_cold,3.1,3.55,3.0,3.55,3.0,3.1
1007967,little_cold,2.71,3.35,2.9,3.35,2.71,2.9
1014502,normal,1.65,4.4,5.55,5.55,1.65,4.4
1012834,normal,1.85,3.75,5.17,5.17,1.85,3.75
1007963,normal,3.3,3.25,2.55,3.3,2.55,3.25
1006508,little_cold,2.2,3.88,4.05,4.05,2.2,3.88
1017629,big_cold,1.9,4.3,5.75,5.75,1.9,4.3
1023022,little_cold,3.5,3.4,2.38,3.5,2.38,3.4
954962,big_cold,2.4,3.3,3.9,3.9,2.4,3.3
1003934,normal,1.92,4.11,4.75,4.75,1.92,4.11
957998,big_cold,5.21,4.1,1.88,5.21,1.88,4.1
984322,little_cold,2.9,3.14,2.92,3.14,2.9,2.92
1017035,normal,2.6,3.8,3.25,3.8,2.6,3.25
1002864,normal,2.33,3.85,3.75,3.85,2.33,3.75
962593,little_cold,2.14,3.86,4.84,4.84,2.14,3.86
971811,big_cold,4.75,3.72,1.9,4.75,1.9,3.72
1006487,normal,1.78,4.1,5.53,5.53,1.78,4.1
962441,little_cold,2.7,3.5,3.62,3.62,2.7,3.5
979910,little_cold,2.52,3.5,3.15,3.5,2.52,3.15
959476,normal,5.75,4.01,2.0,5.75,2.0,4.01
1002135,little_cold,2.25,4.0,3.96,4.0,2.25,3.96
984320,normal,1.71,4.55,10.0,10.0,1.71,4.55
955969,big_cold,3.21,3.95,2.41,3.95,2.41,3.21
959477,normal,2.55,3.6,3.27,3.6,2.55,3.27
1012829,normal,1.92,4.32,8.0,8.0,1.92,4.32
1013247,normal,1.88,4.33,6.0,6.0,1.88,4.33
1013973,little_cold,1.5,4.7,8.84,8.84,1.5,4.7
1013547,normal,4.33,3.55,2.15,4.33,2.15,3.55
1007983,big_cold,4.25,3.35,2.19,4.25,2.19,3.35
974071,little_cold,1.92,4.5,4.75,4.75,1.92,4.5
1013243,big_cold,3.38,3.72,2.37,3.72,2.37,3.38
955136,big_cold,2.42,3.35,4.08,4.08,2.42,3.35
984313,little_cold,1.62,4.5,9.5,9.5,1.62,4.5
971814,normal,4.95,3.89,1.87,4.95,1.87,3.89
979961,normal,3.05,3.4,2.79,3.4,2.79,3.05
1022523,normal,2.9,3.65,2.86,3.65,2.86,2.9
1011146,little_cold,3.5,4.0,3.05,4.0,3.05,3.5
962403,little_cold,2.7,3.5,3.27,3.5,2.7,3.27
955970,little_cold,1.22,9.1,20.0,20.0,1.22,9.1
955966,normal,1.55,5.02,8.05,8.05,1.55,5.02
954863,normal,6.25,4.0,1.91,6.25,1.91,4.0
957997,little_cold,2.6,3.7,3.15,3.7,2.6,3.15
974066,big_cold,1.5,6.07,15.0,15.0,1.5,6.07
976324,little_cold,2.08,3.85,5.25,5.25,2.08,3.85
974621,big_cold,3.0,3.1,3.02,3.1,3.0,3.02
1009177,normal,3.05,4.75,5.5,5.5,3.05,4.75
984318,little_cold,2.72,3.52,3.98,3.98,2.72,3.52
1007986,big_cold,2.8,3.22,2.9,3.22,2.8,2.9
1007962,big_cold,2.3,3.55,3.7,3.7,2.3,3.55
1021191,little_cold,2.62,3.6,3.1,3.6,2.62,3.1
1009822,normal,2.12,3.85,4.3,4.3,2.12,3.85
982328,normal,3.5,3.8,2.21,3.8,2.21,3.5
1012830,normal,3.14,3.4,2.9,3.4,2.9,3.14
954941,big_cold,2.7,3.35,3.7,3.7,2.7,3.35
1022916,normal,2.35,3.55,3.5,3.55,2.35,3.5
1002868,normal,1.65,4.93,8.04,8.04,1.65,4.93
962612,normal,3.94,3.7,2.5,3.94,2.5,3.7
1013877,big_cold,2.58,3.84,2.65,3.84,2.58,2.65
1012838,normal,2.11,3.8,6.05,6.05,2.11,3.8
975544,normal,1.32,7.5,15.0,15.0,1.32,7.5
976336,normal,7.0,4.1,1.86,7.0,1.86,4.1
955037,normal,2.02,4.2,5.6,5.6,2.02,4.2
974065,normal,4.2,3.6,3.3,4.2,3.3,3.6
954607,little_cold,1.65,13.5,35.0,35.0,1.65,13.5
1013569,normal,1.67,4.0,7.03,7.03,1.67,4.0
953618,little_cold,7.0,3.95,1.7,7.0,1.7,3.95
971806,little_cold,2.7,3.53,2.96,3.53,2.7,2.96
959293,normal,1.77,4.24,5.64,5.64,1.77,4.24
1013248,normal,2.22,3.78,3.93,3.93,2.22,3.78
1007961,normal,2.1,3.4,4.4,4.4,2.1,3.4
1002867,normal,1.83,4.45,5.61,5.61,1.83,4.45
974626,little_cold,2.88,3.25,3.0,3.25,2.88,3.0
1009178,little_cold,2.36,4.1,2.7,4.1,2.36,2.7
1020034,big_cold,2.86,3.65,2.7,3.65,2.7,2.86
1006485,little_cold,2.07,3.82,5.9,5.9,2.07,3.82
958002,normal,1.72,4.25,6.3,6.3,1.72,4.25
954634,normal,2.4,3.85,3.57,3.85,2.4,3.57
957999,little_cold,1.5,5.3,10.73,10.73,1.5,5.3
964718,normal,2.37,3.3,3.84,3.84,2.37,3.3
979958,little_cold,2.2,3.86,3.72,3.86,2.2,3.72
1011178,big_cold,1.91,4.15,5.1,5.1,1.91,4.15
1021372,normal,10.76,5.21,1.7,10.76,1.7,5.21
958007,big_cold,6.94,4.45,1.7,6.94,1.7,4.45
991353,normal,1.55,4.5,8.99,8.99,1.55,4.5
955968,normal,1.52,5.41,9.45,9.45,1.52,5.41
1021193,big_cold,3.17,3.6,2.65,3.6,2.65,3.17
954909,big_cold,2.37,3.53,3.9,3.9,2.37,3.53
1021192,normal,3.3,3.75,3.27,3.75,3.27,3.3
953617,big_cold,5.0,3.7,2.15,5.0,2.15,3.7
1002130,normal,5.75,4.5,1.83,5.75,1.83,4.5
1017630,normal,2.22,3.5,3.75,3.75,2.22,3.5
1023020,big_cold,3.68,3.5,2.4,3.68,2.4,3.5
1009820,normal,2.95,3.4,3.11,3.4,2.95,3.11
979956,normal,1.32,7.5,20.0,20.0,1.32,7.5
1022454,normal,2.6,3.75,2.95,3.75,2.6,2.95
953621,normal,3.45,3.25,2.5,3.45,2.5,3.25
955013,normal,1.85,18.0,26.0,26.0,1.85,18.0
1012836,normal,2.25,3.55,4.2,4.2,2.25,3.55
976342,little_cold,1.36,7.0,16.0,16.0,1.36,7.0
1002129,big_cold,3.52,3.8,2.35,3.8,2.35,3.52
958004,normal,2.4,3.8,3.6,3.8,2.4,3.6
1009821,little_cold,2.8,3.5,3.25,3.5,2.8,3.25
1009315,normal,1.64,4.4,6.89,6.89,1.64,4.4
1017559,normal,2.14,3.35,3.9,3.9,2.14,3.35
962559,normal,2.35,3.65,3.83,3.83,2.35,3.65
953616,big_cold,1.62,4.0,8.58,8.58,1.62,4.0
976338,normal,8.54,4.97,1.57,8.54,1.57,4.97
975538,little_cold,2.4,3.7,3.5,3.7,2.4,3.5
1007965,normal,3.6,3.35,2.37,3.6,2.37,3.35
955973,big_cold,2.37,3.82,3.74,3.82,2.37,3.74
953619,big_cold,3.8,3.33,2.65,3.8,2.65,3.33
984329,little_cold,2.76,3.22,3.04,3.22,2.76,3.04
955061,normal,1.91,3.83,5.6,5.6,1.91,3.83
1009179,normal,1.35,6.25,7.5,7.5,1.35,6.25
962696,big_cold,3.05,3.65,3.11,3.65,3.05,3.11
957995,little_cold,2.0,4.1,4.2,4.2,2.0,4.1
953615,big_cold,3.25,3.25,2.8,3.25,2.8,3.25
1009180,little_cold,2.3,4.0,3.0,4.0,2.3,3.0
974067,normal,3.15,3.45,3.1,3.45,3.1,3.15
958000,normal,2.45,3.85,5.08,5.08,2.45,3.85
955972,normal,3.3,3.75,2.8,3.75,2.8,3.3
1022918,little_cold,1.73,4.04,5.75,5.75,1.73,4.04
958005,normal,1.65,4.33,6.5,6.5,1.65,4.33
971815,normal,1.67,4.36,6.5,6.5,1.67,4.36
962681,little_cold,3.27,3.8,2.62,3.8,2.62,3.27
1016951,normal,2.01,3.4,5.3,5.3,2.01,3.4
1017558,normal,1.77,4.0,6.53,6.53,1.77,4.0
955967,little_cold,2.22,3.93,3.4,3.93,2.22,3.4
1007989,little_cold,3.02,3.4,2.6,3.4,2.6,3.02
1007570,big_cold,2.34,3.63,3.35,3.63,2.34,3.35
954640,normal,1.6,4.6,7.8,7.8,1.6,4.6
955113,normal,2.6,3.62,5.5,5.5,2.6,3.62
967625,big_cold,2.45,3.45,3.77,3.77,2.45,3.45
1006502,normal,2.63,3.7,3.12,3.7,2.63,3.12
957210,big_cold,2.8,3.52,5.9,5.9,2.8,3.52
980408,big_cold,3.8,3.3,2.42,3.8,2.42,3.3
1015443,normal,3.75,3.25,2.5,3.75,2.5,3.25
1022919,normal,2.51,3.6,3.18,3.6,2.51,3.18
1006486,big_cold,3.25,3.85,2.6,3.85,2.6,3.25
1016815,little_cold,1.46,5.0,10.0,10.0,1.46,5.0
958006,normal,2.65,3.7,2.82,3.7,2.65,2.82
1006503,big_cold,3.0,3.6,2.8,3.6,2.8,3.0
962490,normal,2.47,3.55,3.5,3.55,2.47,3.5
1016812,big_cold,1.65,3.85,6.0,6.0,1.65,3.85
1012837,little_cold,1.57,5.5,11.0,11.0,1.57,5.5
959480,little_cold,1.55,5.24,8.18,8.18,1.55,5.24
1007575,little_cold,3.25,3.57,2.35,3.57,2.35,3.25
953614,normal,1.45,4.8,12.75,12.75,1.45,4.8
979980,big_cold,2.62,3.68,3.45,3.68,2.62,3.45
953620,normal,2.1,3.4,4.15,4.15,2.1,3.4
1008017,normal,3.06,3.45,2.75,3.45,2.75,3.06
1013714,little_cold,3.0,4.3,3.5,4.3,3.0,3.5
979981,normal,2.12,4.05,5.5,5.5,2.12,4.05
1007964,big_cold,2.22,3.4,3.9,3.9,2.22,3.4
1013572,normal,2.47,4.3,3.98,4.3,2.47,3.98
1022453,big_cold,2.65,3.85,2.95,3.85,2.65,2.95
967633,normal,2.37,3.4,3.77,3.77,2.37,3.4
976330,normal,2.45,3.43,4.2,4.2,2.45,3.43
1012832,big_cold,2.5,3.5,3.6,3.6,2.5,3.5
1016952,big_cold,1.81,3.63,6.3,6.3,1.81,3.63
1040964,little_cold,2.13,3.4,4.64,4.64,2.13,3.4
1013347,big_cold,1.75,5.74,8.68,8.68,1.75,5.74
1026160,little_cold,3.25,3.55,2.35,3.55,2.35,3.25
1031560,little_cold,2.58,3.35,3.32,3.35,2.58,3.32
1006909,big_cold,2.45,3.4,3.11,3.4,2.45,3.11
1041462,big_cold,1.86,3.58,6.22,6.22,1.86,3.58
1032890,normal,1.5,5.34,8.27,8.27,1.5,5.34
1044331,little_cold,1.25,7.35,18.08,18.08,1.25,7.35
1031316,big_cold,3.7,3.64,2.94,3.7,2.94,3.64
1036412,normal,3.42,3.95,2.48,3.95,2.48,3.42
1013352,normal,5.7,4.5,1.74,5.7,1.74,4.5
1027567,normal,2.22,3.29,4.41,4.41,2.22,3.29
1036411,normal,5.02,4.6,2.1,5.02,2.1,4.6
1012154,little_cold,1.72,4.4,6.3,6.3,1.72,4.4
1005923,normal,5.9,4.0,1.8,5.9,1.8,4.0
1045107,big_cold,3.0,3.4,2.62,3.4,2.62,3.0
1045689,little_cold,7.15,5.25,1.5,7.15,1.5,5.25
1009966,little_cold,1.97,3.9,5.02,5.02,1.97,3.9
1028341,normal,2.4,3.54,3.75,3.75,2.4,3.54
1027565,normal,1.75,3.8,6.5,6.5,1.75,3.8
1037901,normal,1.62,6.67,10.9,10.9,1.62,6.67
1027569,normal,3.33,3.15,2.65,3.33,2.65,3.15
1031318,little_cold,2.45,3.78,3.52,3.78,2.45,3.52
1041829,little_cold,17.09,7.5,1.33,17.09,1.33,7.5
1025460,normal,1.22,11.0,35.0,35.0,1.22,11.0
1036410,big_cold,2.84,4.03,3.01,4.03,2.84,3.01
1036413,little_cold,2.47,4.0,3.01,4.0,2.47,3.01
1006925,big_cold,5.15,4.0,1.89,5.15,1.89,4.0
1031312,normal,2.19,3.66,3.9,3.9,2.19,3.66
1028335,normal,1.9,3.75,5.0,5.0,1.9,3.75
1038922,big_cold,2.37,3.58,3.8,3.8,2.37,3.58
1033215,little_cold,2.52,3.75,3.45,3.75,2.52,3.45
1006929,normal,1.28,7.8,18.0,18.0,1.28,7.8
1036415,normal,1.5,6.0,8.5,8.5,1.5,6.0
1043196,big_cold,3.05,3.1,3.2,3.2,3.05,3.1
1029291,little_cold,3.58,3.55,2.4,3.58,2.4,3.55
1027570,normal,2.32,3.1,4.0,4.0,2.32,3.1
1025459,normal,2.55,3.5,3.59,3.59,2.55,3.5
1027566,normal,2.38,3.35,4.02,4.02,2.38,3.35
1006931,normal,1.3,7.5,19.0,19.0,1.3,7.5
1037011,big_cold,2.25,3.4,3.98,3.98,2.25,3.4
1027237,little_cold,3.5,3.7,2.4,3.7,2.4,3.5
1031314,normal,1.55,5.25,8.34,8.34,1.55,5.25
1027571,normal,2.5,3.3,4.9,4.9,2.5,3.3
1036416,little_cold,3.2,4.0,2.6,4.0,2.6,3.2
1013770,normal,11.0,5.88,1.47,11.0,1.47,5.88
1006911,normal,2.56,3.92,3.28,3.92,2.56,3.28
1009968,normal,1.9,4.2,5.0,5.0,1.9,4.2
1025920,normal,1.22,9.0,26.0,26.0,1.22,9.0
1031319,big_cold,9.4,6.0,1.6,9.4,1.6,6.0
1015126,big_cold,2.1,3.55,4.95,4.95,2.1,3.55
1033217,little_cold,1.94,3.8,5.0,5.0,1.94,3.8
1031317,normal,2.47,3.82,3.2,3.82,2.47,3.2
1013354,normal,1.68,4.93,5.7,5.7,1.68,4.93
1037014,big_cold,2.82,3.3,3.46,3.46,2.82,3.3
1036414,little_cold,1.5,7.5,13.75,13.75,1.5,7.5
1007628,normal,1.75,4.27,6.13,6.13,1.75,4.27
1027563,little_cold,2.63,3.1,3.4,3.4,2.63,3.1
1026814,normal,1.77,4.0,6.0,6.0,1.77,4.0
1035128,normal,1.72,3.9,6.5,6.5,1.72,3.9
1006913,little_cold,5.5,4.2,1.71,5.5,1.71,4.2
1044281,normal,2.55,3.51,5.01,5.01,2.55,3.51
1027572,normal,3.95,3.2,2.5,3.95,2.5,3.2
1035671,normal,2.8,3.35,2.95,3.35,2.8,2.95
1015118,normal,2.02,3.4,4.8,4.8,2.02,3.4
1036409,normal,1.75,4.65,7.0,7.0,1.75,4.65
1025607,big_cold,2.75,3.35,3.35,3.35,2.75,3.35
1039511,little_cold,2.95,3.21,3.05,3.21,2.95,3.05
1034210,normal,1.95,3.62,4.3,4.3,1.95,3.62
1026216,normal,3.8,3.65,2.15,3.8,2.15,3.65
1036559,big_cold,3.9,4.0,2.06,4.0,2.06,3.9
1039071,normal,1.16,14.5,31.0,31.0,1.16,14.5
1026223,big_cold,1.89,3.75,4.5,4.5,1.89,3.75
1050704,normal,1.95,3.75,4.2,4.2,1.95,3.75
1039070,normal,1.3,7.0,16.06,16.06,1.3,7.0
1039504,little_cold,2.0,3.35,5.31,5.31,2.0,3.35
1034213,normal,2.36,3.3,3.8,3.8,2.36,3.3
1050703,big_cold,1.85,3.55,5.05,5.05,1.85,3.55
1036565,little_cold,2.0,5.25,6.25,6.25,2.0,5.25
1049614,normal,17.0,6.25,1.53,17.0,1.53,6.25
1048817,big_cold,2.8,3.5,3.55,3.55,2.8,3.5
1025610,little_cold,2.51,3.3,3.25,3.3,2.51,3.25
1039506,little_cold,2.15,3.45,4.7,4.7,2.15,3.45
1050705,normal,2.54,3.32,3.0,3.32,2.54,3.0
1034208,little_cold,1.95,3.65,5.0,5.0,1.95,3.65
1036562,normal,3.75,3.94,2.05,3.94,2.05,3.75
1036567,little_cold,2.08,4.06,4.0,4.06,2.08,4.0
1036568,little_cold,1.75,4.41,5.25,5.25,1.75,4.41
1044043,normal,11.0,4.55,1.5,11.0,1.5,4.55
1034506,little_cold,2.13,3.65,4.05,4.05,2.13,3.65
1036283,normal,2.01,4.1,5.4,5.4,2.01,4.1
1025611,little_cold,1.66,4.55,6.0,6.0,1.66,4.55
1039507,normal,1.98,3.55,5.05,5.05,1.98,3.55
1034902,normal,1.82,4.15,6.0,6.0,1.82,4.15
1036564,little_cold,3.45,3.7,2.55,3.7,2.55,3.45
1036563,little_cold,3.25,3.95,2.22,3.95,2.22,3.25
1034905,little_cold,2.3,3.9,3.8,3.9,2.3,3.8
1034206,big_cold,1.73,3.8,6.0,6.0,1.73,3.8
1034511,normal,2.33,3.35,3.8,3.8,2.33,3.35
1050709,normal,2.95,3.3,2.64,3.3,2.64,2.95
1050706,normal,1.89,3.75,4.76,4.76,1.89,3.75
1048815,normal,1.25,7.25,15.0,15.0,1.25,7.25
1049613,normal,9.5,5.0,1.53,9.5,1.53,5.0
1036560,normal,2.8,3.9,2.5,3.9,2.5,2.8
1039072,normal,4.85,4.16,2.15,4.85,2.15,4.16
1048816,normal,1.47,5.4,10.0,10.0,1.47,5.4
1041318,little_cold,2.24,3.38,4.3,4.3,2.24,3.38
1036566,big_cold,2.05,4.0,5.0,5.0,2.05,4.0
1034207,normal,2.15,3.5,4.8,4.8,2.15,3.5
1025604,little_cold,3.87,3.41,2.35,3.87,2.35,3.41
1049607,normal,7.25,4.3,2.1,7.25,2.1,4.3
1031203,little_cold,1.96,3.66,4.5,4.5,1.96,3.66
1036284,normal,1.94,4.2,4.95,4.95,1.94,4.2
1050702,little_cold,1.67,4.0,5.5,5.5,1.67,4.0
1039069,little_cold,3.15,3.55,2.75,3.55,2.75,3.15
1044041,normal,5.25,3.5,2.25,5.25,2.25,3.5
1034211,big_cold,1.95,3.6,4.8,4.8,1.95,3.6
1034503,little_cold,3.0,3.45,3.4,3.45,3.0,3.4
1034214,normal,5.25,3.45,1.95,5.25,1.95,3.45
1044045,little_cold,1.68,3.75,7.5,7.5,1.68,3.75
1036561,normal,3.2,3.77,2.35,3.77,2.35,3.2
1045827,big_cold,2.11,3.9,3.5,3.9,2.11,3.5
1046774,little_cold,2.6,3.4,2.95,3.4,2.6,2.95
1046593,little_cold,1.77,3.6,6.25,6.25,1.77,3.6
1046792,big_cold,7.0,4.5,1.6,7.0,1.6,4.5
1045833,little_cold,6.0,4.55,1.75,6.0,1.75,4.55
1047298,normal,2.37,3.6,3.6,3.6,2.37,3.6
1046463,normal,4.3,3.75,2.3,4.3,2.3,3.75
1046983,little_cold,2.2,3.6,3.8,3.8,2.2,3.6
1046349,normal,3.59,3.25,2.72,3.59,2.72,3.25
1044526,little_cold,2.31,3.6,3.5,3.6,2.31,3.5
1035171,big_cold,2.45,3.6,4.55,4.55,2.45,3.6
1025975,normal,3.35,3.8,2.31,3.8,2.31,3.35
1002281,normal,8.5,5.35,1.6,8.5,1.6,5.35
1045541,normal,2.15,3.45,4.2,4.2,2.15,3.45
1041864,little_cold,1.53,4.9,7.5,7.5,1.53,4.9
1046614,big_cold,3.4,3.02,4.0,4.0,3.02,3.4
1047062,little_cold,1.82,3.8,6.25,6.25,1.82,3.8
1041861,normal,22.0,7.3,1.25,22.0,1.25,7.3
1025970,little_cold,1.7,4.5,6.37,6.37,1.7,4.5
1046377,normal,3.0,3.35,2.7,3.35,2.7,3.0
1046794,little_cold,9.0,5.5,1.6,9.0,1.6,5.5
1047299,normal,3.05,3.7,2.72,3.7,2.72,3.05
1046467,normal,21.0,10.0,1.22,21.0,1.22,10.0
1044525,normal,2.7,3.9,3.75,3.9,2.7,3.75
1043256,normal,2.9,3.4,3.3,3.4,2.9,3.3
1035178,normal,1.63,5.0,8.9,8.9,1.63,5.0
1044333,normal,1.17,10.0,32.0,32.0,1.17,10.0
1002283,normal,1.65,4.8,6.25,6.25,1.65,4.8
1046461,normal,6.5,4.55,1.81,6.5,1.81,4.55
1044339,big_cold,1.31,7.75,21.0,21.0,1.31,7.75
1045826,normal,13.25,7.85,1.25,13.25,1.25,7.85
1046523,normal,28.0,12.25,1.15,28.0,1.15,12.25
1046092,normal,57.0,13.0,1.09,57.0,1.09,13.0
1025972,normal,3.3,3.75,3.6,3.75,3.3,3.6
1046421,big_cold,3.45,3.4,2.6,3.45,2.6,3.4
1046511,normal,3.05,3.85,2.57,3.85,2.57,3.05
1047374,little_cold,1.85,4.05,5.0,5.0,1.85,4.05
1046528,normal,2.05,3.85,4.05,4.05,2.05,3.85
1046773,big_cold,3.87,3.7,2.3,3.87,2.3,3.7
1046108,normal,6.0,3.75,1.86,6.0,1.86,3.75
1045830,normal,10.0,6.25,1.39,10.0,1.39,6.25
1044524,little_cold,3.15,3.5,2.7,3.5,2.7,3.15
1044340,normal,2.49,3.25,3.64,3.64,2.49,3.25
1046464,big_cold,1.65,4.2,6.0,6.0,1.65,4.2
1047112,normal,41.0,12.0,1.12,41.0,1.12,12.0
1046956,little_cold,2.55,3.55,2.91,3.55,2.55,2.91
1046096,little_cold,3.7,3.35,2.3,3.7,2.3,3.35
1047072,little_cold,1.67,4.6,6.0,6.0,1.67,4.6
1046427,normal,4.1,3.75,2.7,4.1,2.7,3.75
1047073,big_cold,4.4,3.74,2.22,4.4,2.22,3.74
1046466,normal,3.21,3.65,2.48,3.65,2.48,3.21
1047110,little_cold,2.35,3.4,3.9,3.9,2.35,3.4
1046989,big_cold,4.6,3.75,1.85,4.6,1.85,3.75
1047111,normal,2.95,3.35,2.8,3.35,2.8,2.95
1046997,big_cold,6.5,4.55,1.6,6.5,1.6,4.55
1046592,big_cold,2.27,3.2,4.0,4.0,2.27,3.2
1044521,normal,13.0,6.7,1.3,13.0,1.3,6.7
1047375,normal,1.18,7.5,18.5,18.5,1.18,7.5
1035175,little_cold,2.05,3.8,5.3,5.3,2.05,3.8
1046512,normal,1.9,10.75,25.0,25.0,1.9,10.75
1041865,normal,3.3,3.55,2.6,3.55,2.6,3.3
1046350,little_cold,4.1,3.45,2.22,4.1,2.22,3.45
1002263,normal,1.4,6.1,10.75,10.75,1.4,6.1
1045828,normal,15.25,10.0,1.2,15.25,1.2,10.0
1046981,normal,1.36,6.5,13.0,13.0,1.36,6.5
1046779,normal,5.5,3.85,1.95,5.5,1.95,3.85
1046621,big_cold,2.26,3.4,5.8,5.8,2.26,3.4
1046587,normal,1.67,3.9,7.6,7.6,1.67,3.9
1047109,normal,4.2,3.65,2.1,4.2,2.1,3.65
1041863,big_cold,2.3,4.0,5.5,5.5,2.3,4.0
1045542,big_cold,2.9,3.3,3.3,3.3,2.9,3.3
1046743,little_cold,2.55,3.75,6.5,6.5,2.55,3.75
1046845,big_cold,2.65,3.5,3.6,3.6,2.65,3.5
1010047,normal,2.24,3.6,3.75,3.75,2.24,3.6
1046763,normal,1.55,4.15,8.75,8.75,1.55,4.15
1046378,little_cold,4.2,3.65,2.1,4.2,2.1,3.65
1041862,big_cold,2.65,3.55,3.45,3.55,2.65,3.45
1046515,normal,2.05,24.0,71.0,71.0,2.05,24.0
1035173,normal,1.25,8.25,22.0,22.0,1.25,8.25
1046998,normal,1.45,5.25,8.0,8.0,1.45,5.25
1044515,normal,13.0,8.0,18.0,18.0,8.0,13.0
1002282,normal,1.8,4.0,4.92,4.92,1.8,4.0
1046615,big_cold,2.4,3.2,4.35,4.35,2.4,3.2
1046228,normal,8.0,13.0,2.12,13.0,2.12,8.0
1044520,little_cold,4.91,3.7,2.5,4.91,2.5,3.7
1046797,normal,2.0,3.65,4.5,4.5,2.0,3.65
1046348,normal,1.2,8.0,17.5,17.5,1.2,8.0
